id,publisher,title,"A: Summary, identifier","A: Summary, title","A: Summary, abstract","A: Summary, publisher","A: Summary, contactPoint","A: Summary, accessRights","A: Summary, group","A: Summary, filled_attributes","A: Summary, total_attributes","B: Business, description","B: Business, releaseDate","B: Business, accessRequestCost","B: Business, accessRequestDuration","B: Business, dataController","B: Business, dataProcessor","B: Business, license","B: Business, usageRestriction","B: Business, derivedDatasets","B: Business, linkedDataset","B: Business, filled_attributes","B: Business, total_attributes","C: Coverage & Detail, geographicCoverage","C: Coverage & Detail, periodicity","C: Coverage & Detail, datasetEndDate","C: Coverage & Detail, datasetStartDate","C: Coverage & Detail, jurisdiction","C: Coverage & Detail, populationType","C: Coverage & Detail, statisticalPopulation","C: Coverage & Detail, ageBand","C: Coverage & Detail, physicalSampleAvailability","C: Coverage & Detail, keywords","C: Coverage & Detail, filled_attributes","C: Coverage & Detail, total_attributes","D: Format & Structure, conformsTo","D: Format & Structure, controlledVocabulary","D: Format & Structure, language","D: Format & Structure, format","D: Format & Structure, fileSize","D: Format & Structure, filled_attributes","D: Format & Structure, total_attributes","E: Attribution, creator","E: Attribution, citations","E: Attribution, doi","E: Attribution, filled_attributes","E: Attribution, total_attributes","F: Technical Metadata, dataClassesCount","F: Technical Metadata, tableName","F: Technical Metadata, tableDescription","F: Technical Metadata, columnName","F: Technical Metadata, columnDescription","F: Technical Metadata, dataType","F: Technical Metadata, sensitive","F: Technical Metadata, filled_attributes","F: Technical Metadata, total_attributes",filled_attributes,total_attributes
50feb9f3-3be8-4690-913b-bd462d27d3db,HUBS > BREATHE,Prospective Observation of Fibrosis in the Lung Clinical Endpoints,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,34,42
510e1782-1650-4342-9c20-185ca47f7b11,Oxford University Hospitals NHS Foundation Trust,Outpatient Appointment Dataset,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
5261e3d5-b32f-4180-a374-61cab95e63f1,ALLIANCE > CYSTIC FIBROSIS,Annual Review Encounters,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,0,1,4,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,38,42
52a4c514-0414-43c7-a400-1498a70ed85a,HUBS > BREATHE,International Severe Asthma Registry,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,1,0,0,0,0,1,3,10,0,0,0,0,0,0,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,12,42
535fbfd4-34f0-436d-8de2-e708fd0fa103,ALLIANCE > HQIP,National Audit of Care at the End of Life - organisational level audit,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
54abedcd-d6d8-482b-a3fd-1217101a9a8e,ALLIANCE > SAIL,Welsh Cancer Intelligence and Surveillance Unit (WCISU),1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,38,42
5536b00a-fb31-4e91-9bd8-e7f774974846,ALLIANCE > HQIP,National Vascular Registry - Lower Limb Angioplasty clinical dataset,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
5547663c-5be2-4dbb-ad21-baf064838fe0,ALLIANCE > SAIL,Postponed Admitted Procedures,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,1,1,1,1,1,5,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,37,42
561f0fd2-ced6-4f05-a801-b6338dbc548b,ALLIANCE > SCOTLAND,Prescribing Information System (PIS),1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,0,0,1,0,0,1,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,31,42
56f916b0-441f-41df-bfb2-f127aba045f0,NHS Digital,MSDS (Maternity Services Data Set),1,1,1,1,1,1,1,7,7,1,0,0,1,1,1,1,0,1,1,7,10,1,0,1,1,1,1,0,0,0,0,5,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,25,42
57471e95-77e1-4381-823e-4f9a93e51d08,HUBS > BREATHE,UK Lung Volume Reduction Surgery,1,1,1,1,1,1,1,7,7,1,1,1,1,0,1,1,0,1,1,8,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,33,42
5758964b-1161-48ee-97b5-1e414f406978,ALLIANCE > TISSUE DIRECTORY,Cardiff School of Dentistry Tooth Bank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
57f5eb44-bd9b-4ec5-b255-fe915ff74ab5,ALLIANCE > TISSUE DIRECTORY,Cardamon Clinical Trial Samples,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
58188f78-d9ad-47ca-8778-1db455c59845,University of Dundee Health Informatics Centre,"NHS Tayside A&E, Diagnosis dataset during A&E visit",1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
593a5263-e2b5-4433-81c1-30b35a520488,ALLIANCE > TISSUE DIRECTORY,King's Health Partners Cancer Biobank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
599c4f23-57d9-4eae-b3bc-d3111ff8a494,University of Dundee Health Informatics Centre,NHS Tayside and Fife Accident & Emergency Dataset (ISD/National),1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
59bc96f9-69b7-4763-81a8-ec4695b6b55e,ALLIANCE > HQIP,National Clinical Audit of Anxiety and Depression - spotlight audit on psychological therapies (therapist survey),1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
5ad32bfa-8d4b-45cb-aa10-3b0a4bcfd258,ALLIANCE > TISSUE DIRECTORY,MesobanK,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
5b5505fb-915d-4677-aa0a-b2a28ed4e897,SAIL Databank,COVID-19 Test results,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,0,1,1,1,1,1,1,8,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,38,42
5b85d641-73dd-4dba-a1a3-b6340227d2ef,ALLIANCE > SCOTLAND,Child Health Systems Programme - First Visit,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,0,0,1,0,0,1,5,1,1,0,2,3,0,0,0,0,0,0,0,0,7,24,42
5dfd451e-3b46-4909-91b9-d78f358a83e9,University of Dundee Health Informatics Centre,NHS Tayside and Fife Virology,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
5e022f8f-4d07-44bb-a87c-43e31200fe1e,Oxford University Hospitals NHS Foundation Trust,ARIA Radonc,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
5e37caad-4777-4d7e-be17-32220d8fed05,NHS Digital,Mental Health Services Data Set,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
5ea9c568-b850-4589-bcbb-6ee0cfd322cd,ALLIANCE > HQIP,National Paediatric Diabetes Audit - core clinical dataset (care processes and outcomes),1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
5eecebc6-d896-46de-92df-d108bb193b17,ALLIANCE > TISSUE DIRECTORY,UK CLL Trials Biobank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
600be397-211b-4f65-9f82-e85f4393fb8a,ALLIANCE > HQIP,National Maternity and Perinatal Audit Organisational Survey 2019,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
6111c3eb-028c-429e-a78c-6eb9e6b36b66,NHS Digital,Hospital Episode Statistics Admitted Patient Care,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
61cf3b8d-5a1b-4241-aaac-89599bf17ab6,ALLIANCE > HQIP,National Clinical Audit of Anxiety and Depression - Core audit of practice,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
62b17ee5-97e3-468e-ba48-e8685ea28461,ALLIANCE > TISSUE DIRECTORY,UK real-world lymphoid tissue bank,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
62d11868-51d7-4b3a-99eb-da9f5d3797dc,ALLIANCE > TISSUE DIRECTORY,UKCTOCS Longitudinal Women's Cohort (UKLWC),1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
64a0ba4d-776c-4979-a4b0-1f1fb6b61c85,ALLIANCE > HQIP,National Audit of Dementia Round 4 - organisational checklist,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
663146dd-0bc3-4d12-95c7-50873a3d45b6,HUBS > BREATHE,Leicester Respiratory Research Database,1,1,1,1,1,1,1,7,7,1,1,1,1,0,0,1,0,1,1,7,10,1,0,0,0,1,0,0,1,1,1,5,10,1,1,1,1,1,5,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,27,42
673626f3-bdac-4d32-9bb8-c890b727c0d1,ALLIANCE > BARTS,Critical Care Minimum Dataset,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
68410032-93b0-4dfd-a555-b7487f5f1fc3,ALLIANCE > SAIL,Active Adult Survey,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,0,1,2,3,0,0,0,0,0,0,0,0,7,33,42
6951e949-6aa3-4670-ad05-db8e954b3524,ALLIANCE > TISSUE DIRECTORY,Leeds Breast Research Tissue Bank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
6959639d-5bd2-4b53-918e-8f56784b2870,HUBS > INSIGHT,Moorfields Eye Image Dataset Release 001,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
6983134e-c920-47db-957b-47e873644eb0,ALLIANCE > TISSUE DIRECTORY,Northern Ireland Biobank (NIB),1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
69df0e1f-e803-45be-a825-81f85e22ab4c,ALLIANCE > SCOTLAND,Scottish Stillbirth and Infant Death Survey,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,0,0,1,0,0,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,23,42
6a8066c7-a8f4-44a6-9efd-871b19a3689f,ALLIANCE > CPRD,Systemic Anti-Cancer Treatment (SACT) data for CPRD GOLD,1,1,1,1,1,1,1,7,7,1,0,1,1,0,1,1,0,0,0,5,10,1,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,20,42
6b41863d-690e-492e-8034-303d56f12f22,ALLIANCE > RCGP,The Royal College of General Practitioners (RCGP) Research and Surveillance Centre (RSC) primary care sentinel network and database,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
6b53f274-c927-4b8f-bcc3-1d85fabf16ee,ALLIANCE > HQIP,National Diabetes Audit - National Diabetes Foot Care Audit clinical dataset,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
6c6c46a8-b9b5-4137-a329-1e21030b9efb,ALLIANCE > CYSTIC FIBROSIS,Tendon Rupture,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,0,1,4,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,38,42
6ccd5288-0484-4604-b601-71459e88e145,University of Dundee Health Informatics Centre,Walker Study Data,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
6d1b9b23-1197-4857-9b17-9e26cb0633e8,ALLIANCE > HQIP,National Joint Registry - Revision Elbow Replacement dataset,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
6e1d8f50-f718-4964-9c88-2c80cbaa92b5,ALLIANCE > CPRD,HES Outpatient data for CPRD Aurum,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,0,1,0,1,7,10,1,1,1,0,0,3,5,1,0,0,1,3,1,1,1,1,1,1,0,6,7,30,42
6e535e7c-0ceb-4666-9361-e75e9c4a97ca,ALLIANCE > TISSUE DIRECTORY,Ethical Tissue - University of Bradford,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
6efbc62f-6ebb-4f18-959b-1ec6fd0cc6fb,ALLIANCE > HQIP,Epilepsy 12 - Patient Reported Experience Measure,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
6f04a3eb-b71e-410b-8fec-5742038290a6,ALLIANCE > SCOTLAND,Maternity Inpatient and Day Case - Scottish Morbidity Record (SMR02),1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,1,1,1,1,0,4,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,26,42
7038a67d-34ca-4754-a50f-41aa2849db69,ALLIANCE > HQIP,National Joint Registry - Primary Hip Replacement dataset,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,0,1,8,10,1,1,0,1,1,1,1,1,0,1,8,10,1,1,1,1,1,5,5,1,0,1,2,3,0,0,0,0,0,0,0,0,7,30,42
72fe91de-b0c0-423a-ad68-bd7067b20ad8,Oxford University Hospitals NHS Foundation Trust,Infoflex Cancer Registry,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
73f54071-62bf-48f5-8be1-569208b18ab8,NIHR Health Informatics Collaborative Viral Hepatitis Theme,HIC Hepatitis v2,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
756daeaa-6e47-4269-9df5-477c01cdd271,ALLIANCE > CPRD,CPRD GOLD,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,0,1,7,10,0,1,1,1,1,4,5,1,1,0,2,3,1,1,1,1,1,1,0,6,7,35,42
76ec0282-02e0-4fff-b016-76bc6ffcb784,ALLIANCE > HQIP,National Asthma and COPD Audit Programme (NACAP): secondary care workstream – children and young people asthma (organisational),1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
77b5cf84-d4f2-4418-bafa-73306cf2d2b2,ALLIANCE > CPRD,HES Admitted Patient Care data for CPRD GOLD,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,0,0,0,1,6,10,1,1,1,0,0,3,5,1,0,0,1,3,1,1,1,1,1,1,0,6,7,29,42
77d045a2-41f5-4f4c-8054-60630824265f,ALLIANCE > SCOTLAND,National Records of Scotland (NRS) - Stillbirth Data,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,0,0,1,0,0,1,5,1,1,0,2,3,0,0,0,0,0,0,0,0,7,24,42
78d25670-9d20-4eb7-a79a-f29e53cc981f,ALLIANCE > HQIP,National Audit of Psychosis - Early Intervention Psychosis Audit patient experience survey,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
78e3ec19-5234-4168-a853-f6e1be6d0193,Cystic Fibrosis Trust,Transplants,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
78fe2e13-7f40-406f-a584-04909d0ce060,NHS Digital,Mental Health Minimum Dataset v4.1 (Sensitive) Episodes,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
79116473-bda2-413c-82ad-ba2b86e5076f,HUBS > BREATHE,EMEP4UK Pollution,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,1,1,0,1,1,1,0,0,1,1,7,10,0,0,1,0,0,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,17,42
7a0d678a-a341-4643-af33-bfc22f2f4e9c,ALLIANCE > TISSUE DIRECTORY,Daisy Tumour Bank,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
7aa02796-787a-42c2-b97e-d008fa77e4b8,NHS Digital,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Records,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
7aeeafe6-1c85-4abc-a307-24b70d2e1586,ALLIANCE > SCOTLAND,Child Health Systems Programme - School,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,0,0,6,10,1,1,0,1,1,1,1,1,0,1,8,10,0,0,1,0,0,1,5,1,0,0,1,3,0,0,0,0,0,0,0,0,7,23,42
7bbc1994-b21b-4ff2-bbdc-86d5934fa11f,ALLIANCE > SAIL,Cervical Screening Wales,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,1,1,1,1,1,5,5,1,0,1,2,3,1,1,1,1,1,1,0,6,7,37,42
7c1fa7b2-2b76-4952-884e-8ef6f845c488,ALLIANCE > TISSUE DIRECTORY,PTCL Biobank,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
7c9f9620-8f18-4e2d-bda0-a3a6f46756b6,ALLIANCE > GENOMICS ENGLAND,GENOMICS ENGLAND 100K BIOINFORMATICS DATA,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,1,1,1,1,1,1,1,1,10,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,40,42
7ca98657-037c-43a8-872a-65a0520695e5,ALLIANCE > TISSUE DIRECTORY,Bristol Dental School Saliva Bank,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
7d501f79-5d1f-4104-a5b7-d46a97fcde5f,ALLIANCE > BARTS,Somerset Cancer Registry,1,1,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,42
7dc319da-a16f-4e63-a115-0cba3905a322,ALLIANCE > HQIP,National Asthma and COPD Audit Programme (NACAP): Adult Asthma secondary care clinical dataset,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
7ea36294-0b76-482f-b757-71f47832d67b,NHS Digital,Hospital Episode Statistics Outpatients,1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,1,1,1,1,0,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,0,3,1,1,1,1,1,1,0,6,7,27,42
7f125091-12ba-464d-af7d-9a88179b0b95,ALLIANCE > HQIP,Epilepsy 12 - National organisational audit (service descriptor questionnaire) and Trust profile,1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
7f55c499-abd9-4f61-ac7e-93a4d15c79a2,ALLIANCE > TISSUE DIRECTORY,UK MND Collections,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,30,42
7fab080b-6e2a-4c82-a5e5-daf99c70662a,ALLIANCE > HQIP,"National Audit of Dementia - spotlight audit on the prescription of psychotropic medication, 2019",1,1,1,1,1,1,1,7,7,1,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,2,10,0,0,1,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,42
81a515f5-5f4d-480e-b5ce-24faa7026c00,ALLIANCE > TISSUE DIRECTORY,National Unified Renal Translational Research Enterprise (NURTuRE),1,1,1,1,1,1,1,7,7,1,0,1,1,1,1,1,0,1,1,8,10,1,1,0,1,1,1,0,1,1,1,8,10,0,0,1,1,1,3,5,1,1,1,3,3,0,0,0,0,0,0,0,0,7,29,42
8202cfd0-9b9c-4cbd-a4d7-aafb7846129f,HUBS > DISCOVER NOW,High Cost drugs,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,1,0,1,1,9,10,1,1,0,1,1,1,1,1,1,1,9,10,1,1,1,1,1,5,5,1,1,1,3,3,1,1,1,1,1,1,0,6,7,39,42
